time,journey_id,question,answer
2019-04-28 14:36:58.278849,84513,question.open_feedback,text data
2019-04-28 15:22:39.433676,82734,question.open_feedback,text data
2019-04-28 15:22:41.144117,91369,question.staff_rating,5
2019-04-28 15:24:24.853037,91481,question.open_feedback,text data
2019-04-28 15:48:13.678724,82591,question.overall_rating,5
2019-04-28 18:10:38.885000,88947,question.staff_rating,3
2019-04-28 15:48:22.957013,82591,question.staff_rating,5
2019-04-28 16:47:45.799291,82876,question.overall_rating,5
2019-04-28 16:48:34.994982,82876,question.open_feedback,text data
2019-04-28 16:59:40.275070,86130,question.overall_rating,4
2019-04-28 17:31:03.558545,93574,question.overall_rating,4
2019-04-28 16:59:45.328200,86130,question.staff_rating,5
2019-04-28 17:50:22.886483,82278,question.staff_rating,4
2019-04-28 16:35:43.228121,94041,question.overall_rating,3
2019-04-28 16:36:37.270553,92368,question.overall_rating,3
2019-04-29 00:36:49.675796,83927,question.staff_rating,5
2019-04-28 20:40:55.951543,89177,question.staff_rating,4
2019-04-28 21:21:21.260414,90847,question.open_feedback,text data
2019-04-28 23:51:51.323389,84136,question.staff_rating,5
2019-04-28 20:52:46.374505,95372,question.staff_rating,5
2019-04-28 21:15:50.738259,90847,question.staff_rating,4
2019-04-28 18:17:36.048335,83002,question.overall_rating,3
2019-04-28 20:39:45.579489,83578,question.staff_rating,4
2019-04-28 22:45:14.480676,89274,question.overall_rating,4
2019-04-28 23:07:24.484952,87920,question.overall_rating,4
2019-04-29 00:35:28.477682,91906,question.overall_rating,4
2019-04-29 00:38:45.102085,91906,question.open_feedback,text data
2019-04-28 18:28:04.616523,82752,question.overall_rating,4
2019-04-28 22:19:52.976254,90293,question.overall_rating,1
2019-04-28 23:07:46.557636,87920,question.staff_rating,5
2019-04-29 00:21:14.060078,82794,question.overall_rating,1
2019-04-28 22:20:03.342839,90293,question.staff_rating,1
2019-04-29 00:34:07.341407,83803,question.overall_rating,4
2019-04-29 00:49:10.822433,85569,question.overall_rating,1
2019-04-28 22:20:40.301311,90293,question.open_feedback,text data
2019-04-29 00:21:27.579758,82794,question.staff_rating,1
2019-04-28 18:55:06.910193,92819,question.open_feedback,text data
2019-04-28 20:52:31.792026,95372,question.overall_rating,4
2019-04-29 00:07:12.992140,92318,question.overall_rating,4
2019-04-29 00:22:57.411763,82794,question.open_feedback,text data
2019-04-29 00:39:25.479523,83927,question.open_feedback,text data
2019-04-27 06:36:29.317254,83430,question.staff_rating,5
2019-04-28 18:51:19.739468,92819,question.overall_rating,4
2019-04-28 19:17:21.734458,84939,question.staff_rating,5
2019-04-27 07:03:27.997853,93251,question.staff_rating,5
2019-04-27 07:53:27.970725,88981,question.staff_rating,5
2019-04-28 19:59:33.869638,82704,question.overall_rating,4
2019-04-28 22:44:04.826391,77828,question.overall_rating,4
2019-04-28 19:59:43.693385,82704,question.staff_rating,5
2019-04-28 22:48:47.309568,88617,question.open_feedback,text data
2019-04-28 22:46:59.951253,88617,question.overall_rating,2
2019-04-28 23:31:12.199560,92379,question.staff_rating,5
2019-04-28 21:37:26.673872,90667,question.staff_rating,5
2019-04-29 01:33:37.661803,85893,question.overall_rating,5
2019-04-28 21:11:13.349786,88893,question.staff_rating,5
2019-04-28 22:44:45.462991,95073,question.staff_rating,5
2019-04-28 22:46:32.548275,89274,question.staff_rating,4
2019-04-28 21:10:53.130748,88893,question.overall_rating,5
2019-04-28 23:31:03.262270,92379,question.overall_rating,5
2019-04-29 00:18:10.186306,78891,question.overall_rating,5
2019-04-28 21:44:24.150455,82389,question.overall_rating,4
2019-04-28 22:50:52.673939,89274,question.open_feedback,text data
2019-04-28 19:55:19.585744,82762,question.staff_rating,4
2019-04-28 21:37:17.845066,90667,question.overall_rating,4
2019-04-28 19:54:48.324247,82762,question.overall_rating,4
2019-04-29 00:18:18.957108,78891,question.staff_rating,5
2019-04-29 01:33:49.766626,85893,question.staff_rating,5
2019-04-28 22:47:07.185023,88617,question.staff_rating,2
2019-04-28 21:49:27.772015,82389,question.open_feedback,text data
2019-04-28 21:44:34.463932,82389,question.staff_rating,5
2019-04-29 01:34:15.813840,85893,question.open_feedback,text data
2019-04-28 22:44:38.006282,95073,question.overall_rating,4
2019-04-28 22:44:15.714885,77828,question.staff_rating,5
2019-04-29 01:36:18.934076,88991,question.staff_rating,5
2019-04-29 00:49:30.728906,85569,question.staff_rating,2
2019-04-29 01:36:04.437073,88991,question.staff_rating,5
2019-04-29 01:50:40.572827,93053,question.overall_rating,1
2019-04-29 01:38:09.311530,83766,question.overall_rating,4
2019-04-29 03:50:50.321801,91065,question.staff_rating,3
2019-04-29 01:51:32.502767,87888,question.staff_rating,2
2019-04-29 03:55:44.436515,91065,question.open_feedback,text data
2019-04-29 02:31:40.283976,85875,question.open_feedback,text data
2019-04-29 01:50:46.809567,87888,question.overall_rating,3
2019-04-29 02:30:32.844294,85875,question.staff_rating,2
2019-04-29 05:36:37.192325,91536,question.open_feedback,text data
2019-04-29 02:23:05.982832,86332,question.overall_rating,4
2019-04-29 03:49:51.349413,91065,question.overall_rating,2
2019-04-29 02:29:28.996571,88185,question.staff_rating,3
2019-04-29 04:41:34.643355,87866,question.staff_rating,5
2019-04-29 03:00:21.494842,93994,question.staff_rating,5
2019-04-29 03:31:49.810647,95100,question.overall_rating,3
2019-04-29 02:23:47.975315,86332,question.staff_rating,5
2019-04-29 04:41:29.102204,87866,question.overall_rating,5
2019-04-29 02:02:03.485067,85875,question.overall_rating,1
2019-04-29 04:52:06.222360,87514,question.staff_rating,3
2019-04-29 05:02:05.732925,84656,question.overall_rating,4
2019-04-29 02:12:16.536042,84726,question.overall_rating,5
2019-04-29 03:00:07.855474,93994,question.overall_rating,5
2019-04-29 05:37:01.479018,94597,question.open_feedback,text data
2019-04-29 05:31:12.590414,86541,question.staff_rating,4
2019-04-29 03:32:18.807593,95100,question.staff_rating,4
2019-04-29 05:36:22.804964,87373,question.overall_rating,3
2019-04-29 06:05:02.587655,89082,question.staff_rating,5
2019-04-29 02:12:22.129910,84726,question.staff_rating,5
2019-04-29 01:43:36.467696,83766,question.staff_rating,4
2019-04-29 05:34:49.772965,91536,question.overall_rating,2
2019-04-29 01:50:52.613669,93053,question.staff_rating,1
2019-04-29 05:55:55.760689,89538,question.overall_rating,5
2019-04-29 02:16:00.712381,88050,question.overall_rating,5
2019-04-29 05:58:48.535849,89538,question.open_feedback,text data
2019-04-29 02:29:23.768655,88185,question.overall_rating,3
2019-04-29 03:19:24.018329,95123,question.staff_rating,3
2019-04-29 02:56:11.569909,85797,question.overall_rating,4
2019-04-29 02:16:21.557130,88050,question.staff_rating,5
2019-04-29 03:40:50.512452,87852,question.overall_rating,4
2019-04-29 02:23:48.768579,87083,question.staff_rating,3
2019-04-29 04:49:26.163378,85317,question.staff_rating,4
2019-04-29 02:53:43.025171,87234,question.overall_rating,5
2019-04-29 02:00:31.799575,83281,question.overall_rating,4
2019-04-29 05:06:50.611697,94170,question.overall_rating,4
2019-04-29 02:25:40.016369,87083,question.open_feedback,text data
2019-04-29 02:43:55.706297,87612,question.overall_rating,5
2019-04-29 03:49:15.570881,88189,question.overall_rating,4
2019-04-29 03:18:57.035873,95123,question.overall_rating,1
2019-04-29 04:18:02.102621,87188,question.staff_rating,5
2019-04-29 03:40:57.511927,87852,question.staff_rating,5
2019-04-29 04:25:39.802377,86796,question.overall_rating,1
2019-04-29 04:26:49.276204,86688,question.overall_rating,4
2019-04-29 04:26:56.090308,86688,question.staff_rating,5
2019-04-29 04:37:18.785807,86639,question.overall_rating,4
2019-04-29 02:17:30.936672,88050,question.open_feedback,text data
2019-04-29 02:23:21.292534,87083,question.overall_rating,4
2019-04-29 02:56:27.299129,85797,question.staff_rating,5
2019-04-29 02:58:00.434676,85797,question.open_feedback,text data
2019-04-29 03:55:17.960621,87874,question.overall_rating,1
2019-04-29 03:55:25.344975,87874,question.staff_rating,1
2019-04-29 04:06:36.986438,85840,question.staff_rating,5
2019-04-29 02:44:00.419805,87612,question.staff_rating,5
2019-04-29 04:26:05.556327,86796,question.open_feedback,text data
2019-04-29 03:22:28.290937,95123,question.open_feedback,text data
2019-04-29 04:24:51.080508,88294,question.staff_rating,4
2019-04-29 04:06:19.197548,85840,question.overall_rating,5
2019-04-29 03:53:09.783956,88189,question.staff_rating,4
2019-04-29 04:49:11.325544,85317,question.overall_rating,5
2019-04-29 05:31:03.710946,86541,question.overall_rating,4
2019-04-29 04:17:49.208840,87188,question.overall_rating,4
2019-04-29 05:56:06.506949,89538,question.staff_rating,5
2019-04-29 04:24:31.829221,88294,question.overall_rating,4
2019-04-29 04:25:52.185365,86796,question.staff_rating,1
2019-04-29 06:07:33.467660,89082,question.open_feedback,text data
2019-04-29 05:35:55.914231,94597,question.overall_rating,3
2019-04-29 05:03:50.266380,84197,question.overall_rating,3
2019-04-29 05:36:50.901283,87373,question.staff_rating,3
2019-04-29 04:51:39.819351,87514,question.overall_rating,1
2019-04-29 05:36:09.441302,94597,question.staff_rating,3
2019-04-29 05:35:02.160165,91536,question.staff_rating,4
2019-04-29 05:57:23.817148,87897,question.overall_rating,3
2019-04-29 05:35:20.936301,86303,question.overall_rating,3
2019-04-29 05:07:02.880323,94170,question.staff_rating,4
2019-04-29 05:35:27.922584,86303,question.staff_rating,3
2019-04-29 06:04:47.869147,89082,question.overall_rating,4
2019-04-29 06:49:42.376844,89502,question.overall_rating,1
2019-04-29 06:08:23.163204,92684,question.overall_rating,4
2019-04-29 07:00:46.665974,87116,question.overall_rating,4
2019-04-29 06:49:53.893761,89502,question.staff_rating,2
2019-04-29 12:31:25.762140,87870,question.staff_rating,5
2019-04-29 09:42:47.734717,88999,question.overall_rating,4
2019-04-29 19:58:01.355083,75675,question.overall_rating,1
2019-04-29 09:56:40.977718,84998,question.overall_rating,4
2019-04-29 10:12:43.941650,92737,question.overall_rating,2
2019-04-29 07:05:58.289260,89878,question.overall_rating,3
2019-04-29 11:49:00.402788,83112,question.overall_rating,5
2019-04-29 07:11:21.988497,94870,question.overall_rating,3
2019-04-29 06:51:32.561495,89502,question.open_feedback,text data
2019-04-29 12:48:53.590024,84961,question.overall_rating,1
2019-04-29 06:54:20.973565,83335,question.staff_rating,4
2019-04-29 10:19:00.321584,89248,question.overall_rating,5
2019-04-29 06:54:10.163605,83335,question.overall_rating,4
2019-04-29 07:37:43.903143,87153,question.overall_rating,3
2019-04-29 07:09:49.257881,86299,question.overall_rating,3
2019-04-29 08:12:59.584625,84678,question.overall_rating,5
2019-04-29 10:55:04.542155,86371,question.overall_rating,3
2019-04-30 00:01:40.010678,83005,question.staff_rating,1
2019-04-29 07:19:24.107369,82996,question.open_feedback,text data
2019-04-29 09:57:08.521715,84998,question.staff_rating,5
2019-04-29 12:49:11.712552,84961,question.staff_rating,1
2019-04-29 12:30:17.932489,93575,question.overall_rating,4
2019-04-29 14:27:47.147938,88105,question.staff_rating,5
2019-04-29 17:55:39.955481,82741,question.overall_rating,5
2019-04-29 12:51:50.932603,84278,question.overall_rating,5
2019-04-29 17:55:47.821573,82741,question.staff_rating,5
2019-04-29 17:36:28.951151,82772,question.staff_rating,4
2019-04-29 07:00:55.699283,87116,question.staff_rating,5
2019-04-29 08:12:58.465139,84778,question.overall_rating,3
2019-04-29 10:56:56.235817,86371,question.open_feedback,text data
2019-04-29 09:58:51.879658,84998,question.open_feedback,text data
2019-04-29 11:20:29.824966,83494,question.overall_rating,1
2019-04-29 08:13:14.780552,84678,question.staff_rating,5
2019-04-29 17:01:07.130847,75367,question.overall_rating,5
2019-04-29 07:07:58.555348,89878,question.open_feedback,text data
2019-04-29 17:01:30.147150,75367,question.staff_rating,5
2019-04-29 18:11:57.598390,87937,question.overall_rating,4
2019-04-29 07:06:03.631217,89878,question.staff_rating,5
2019-04-29 12:51:48.676988,84961,question.open_feedback,text data
2019-04-29 07:09:59.763893,86299,question.staff_rating,4
2019-04-29 07:38:07.145555,87153,question.staff_rating,5
2019-04-29 15:58:17.102546,90573,question.staff_rating,1
2019-04-29 07:44:39.058172,87153,question.open_feedback,text data
2019-04-29 10:55:21.895918,86209,question.overall_rating,3
2019-04-29 09:06:49.278845,94460,question.overall_rating,4
2019-04-29 09:07:05.209775,94460,question.staff_rating,4
2019-04-29 07:18:21.703241,82996,question.overall_rating,4
2019-04-29 11:57:21.605926,85805,question.open_feedback,text data
2019-04-29 07:18:30.154644,82996,question.staff_rating,4
2019-04-29 10:12:52.804062,92737,question.staff_rating,1
2019-04-29 08:13:06.694870,84778,question.staff_rating,3
2019-04-29 11:20:35.838136,83494,question.staff_rating,1
2019-04-29 10:37:46.814554,88281,question.overall_rating,4
2019-04-29 10:42:42.738967,84527,question.overall_rating,4
2019-04-29 10:42:51.252332,84527,question.staff_rating,4
2019-04-29 14:06:29.381140,89616,question.overall_rating,4
2019-04-29 10:19:14.849185,89248,question.staff_rating,5
2019-04-29 12:03:06.085088,82836,question.open_feedback,text data
2019-04-29 10:55:12.930016,86371,question.staff_rating,3
2019-04-29 14:06:43.538544,89616,question.staff_rating,4
2019-04-29 11:55:57.350956,85805,question.staff_rating,1
2019-04-29 19:58:19.011846,75675,question.staff_rating,2
2019-04-29 15:58:05.674209,90573,question.overall_rating,1
2019-04-29 17:36:20.237406,82772,question.overall_rating,4
2019-04-30 01:28:33.371855,86473,question.staff_rating,5
2019-04-30 00:01:14.248060,83005,question.overall_rating,1
2019-04-29 15:24:50.501593,82478,question.staff_rating,5
2019-04-29 12:01:46.759333,82836,question.overall_rating,4
2019-04-29 17:58:09.071262,93763,question.overall_rating,3
2019-04-29 17:58:30.979253,93763,question.staff_rating,4
2019-04-29 17:25:37.022357,91623,question.overall_rating,4
2019-04-29 12:06:52.100537,82649,question.overall_rating,2
2019-04-29 16:59:37.729682,87128,question.staff_rating,5
2019-04-29 15:24:40.737169,82478,question.overall_rating,4
2019-04-29 16:00:04.801738,90573,question.open_feedback,text data
2019-04-29 17:59:52.707436,93763,question.open_feedback,text data
2019-04-29 21:25:48.660180,83574,question.overall_rating,1
2019-04-29 14:41:48.288637,87626,question.staff_rating,5
2019-04-29 12:30:31.631221,93575,question.staff_rating,4
2019-04-29 23:24:41.959435,87075,question.overall_rating,5
2019-04-29 12:07:29.347790,82649,question.staff_rating,4
2019-04-29 12:02:08.324306,82836,question.staff_rating,4
2019-04-29 12:31:12.979310,87870,question.overall_rating,4
2019-04-29 16:33:31.257844,83083,question.overall_rating,5
2019-04-29 12:32:12.218685,87870,question.open_feedback,text data
2019-04-30 01:28:24.771225,86473,question.overall_rating,5
2019-04-29 16:59:19.382396,87128,question.overall_rating,4
2019-04-29 13:51:44.480238,93367,question.overall_rating,4
2019-04-29 14:07:55.559935,89616,question.open_feedback,text data
2019-04-29 15:46:26.011813,94816,question.staff_rating,4
2019-04-29 19:11:31.870144,87660,question.staff_rating,2
2019-04-29 18:12:38.189292,87937,question.staff_rating,4
2019-04-29 20:00:28.537327,82909,question.overall_rating,5
2019-04-29 20:00:37.486306,82909,question.staff_rating,5
2019-04-29 11:55:40.570111,85805,question.overall_rating,1
2019-04-30 00:57:47.097014,83733,question.staff_rating,4
2019-04-29 17:50:09.158008,91367,question.overall_rating,5
2019-04-29 22:03:05.561757,78487,question.overall_rating,5
2019-04-29 14:41:32.108040,87626,question.overall_rating,5
2019-04-29 13:51:55.906185,93367,question.staff_rating,5
2019-04-29 14:27:39.076874,88105,question.overall_rating,3
2019-04-29 17:57:42.723547,88810,question.staff_rating,5
2019-04-29 15:46:17.082998,94816,question.overall_rating,4
2019-04-29 17:57:37.724839,88810,question.overall_rating,5
2019-04-30 01:18:57.704547,91271,question.overall_rating,4
2019-04-29 22:03:30.941052,78487,question.staff_rating,5
2019-04-30 01:20:43.495245,91271,question.staff_rating,4
2019-04-29 19:11:24.859178,87660,question.overall_rating,2
2019-04-29 23:54:45.408551,73209,question.staff_rating,5
2019-04-29 23:54:30.569238,73209,question.overall_rating,4
2019-04-30 00:32:10.428788,87379,question.overall_rating,4
2019-04-30 00:32:26.192803,87379,question.staff_rating,5
2019-04-30 03:05:52.890109,94763,question.overall_rating,2
2019-04-29 22:04:53.320258,78487,question.open_feedback,text data
2019-04-29 23:24:49.013805,87075,question.staff_rating,5
2019-04-30 04:06:41.652359,89819,question.staff_rating,1
2019-04-30 03:49:25.847863,90085,question.staff_rating,4
2019-04-30 04:11:35.508724,89819,question.open_feedback,text data
2019-04-30 00:57:41.416933,83733,question.overall_rating,4
2019-04-30 02:32:20.852029,85778,question.overall_rating,5
2019-04-30 03:35:36.870199,89483,question.staff_rating,3
2019-04-30 04:06:29.940303,89819,question.overall_rating,1
2019-04-30 04:50:44.791315,93413,question.overall_rating,4
2019-04-30 03:50:38.462109,90085,question.open_feedback,text data
2019-04-30 02:32:27.385858,85778,question.staff_rating,5
2019-04-30 01:50:10.546543,94905,question.overall_rating,4
2019-04-30 03:49:19.357765,90085,question.overall_rating,2
2019-04-30 01:57:14.834967,90102,question.overall_rating,1
2019-04-30 01:59:14.855260,92321,question.staff_rating,4
2019-04-30 01:58:55.808157,92321,question.overall_rating,4
2019-04-30 02:00:56.736157,92321,question.open_feedback,text data
2019-04-30 05:25:31.105311,91650,question.overall_rating,5
2019-04-30 01:48:46.760362,91193,question.staff_rating,5
2019-04-30 02:29:21.719919,90005,question.overall_rating,5
2019-04-30 04:15:17.012362,89004,question.staff_rating,3
2019-04-30 05:26:14.102653,91650,question.staff_rating,5
2019-04-30 01:48:28.252485,91193,question.overall_rating,4
2019-04-30 05:28:16.854359,91650,question.open_feedback,text data
2019-04-30 03:35:29.834724,89483,question.overall_rating,4
2019-04-30 04:40:32.399272,94659,question.overall_rating,2
2019-04-30 04:40:37.755142,94659,question.staff_rating,3
2019-04-30 02:29:40.819033,90005,question.staff_rating,4
2019-04-30 04:14:58.169011,89004,question.overall_rating,3
2019-04-30 05:37:36.497368,88880,question.overall_rating,4
2019-04-30 01:50:14.827554,94905,question.staff_rating,4
2019-04-30 04:02:38.561848,95110,question.overall_rating,1
2019-04-30 05:50:25.382397,94196,question.overall_rating,5
2019-04-30 07:21:51.201358,87799,question.staff_rating,2
2019-04-30 10:46:19.325310,91876,question.staff_rating,5
2019-04-30 07:21:16.686412,90631,question.overall_rating,5
2019-04-30 05:50:38.950863,94196,question.staff_rating,3
2019-04-30 05:57:54.428123,90242,question.open_feedback,text data
2019-04-30 10:34:10.806966,86464,question.overall_rating,4
2019-04-30 07:35:51.049234,95442,question.staff_rating,3
2019-04-30 09:56:41.800288,72436,question.staff_rating,5
2019-04-30 05:37:50.833807,88880,question.staff_rating,5
2019-04-30 06:04:16.999109,86456,question.staff_rating,3
2019-04-30 05:39:41.104917,87444,question.staff_rating,4
2019-04-30 09:56:23.946614,87634,question.overall_rating,5
2019-04-30 07:21:36.040488,90631,question.staff_rating,5
2019-04-30 05:51:33.996954,90242,question.overall_rating,5
2019-04-30 08:09:46.087644,83768,question.overall_rating,4
2019-04-30 10:56:59.773980,85298,question.overall_rating,4
2019-04-30 06:12:34.579550,86117,question.staff_rating,5
2019-04-30 06:31:47.202193,85396,question.overall_rating,5
2019-04-30 05:38:54.979908,95623,question.overall_rating,5
2019-04-30 11:18:11.779844,83176,question.overall_rating,5
2019-04-30 05:52:34.797677,94196,question.open_feedback,text data
2019-04-30 07:21:37.073410,87799,question.overall_rating,1
2019-04-30 06:04:00.702182,86456,question.overall_rating,3
2019-04-30 10:34:19.123287,86464,question.staff_rating,5
2019-04-30 06:30:20.299233,87061,question.overall_rating,4
2019-04-30 05:36:41.272120,71946,question.overall_rating,3
2019-04-30 05:39:32.591906,87444,question.overall_rating,4
2019-04-30 10:01:41.697165,86090,question.staff_rating,3
2019-04-30 11:18:27.938461,83176,question.staff_rating,5
2019-04-30 07:35:32.671562,95442,question.overall_rating,3
2019-04-30 07:26:46.818057,89416,question.overall_rating,4
2019-04-30 06:13:18.347263,86117,question.open_feedback,text data
2019-04-30 07:26:59.164580,89416,question.staff_rating,4
2019-04-30 06:30:36.921888,87061,question.staff_rating,5
2019-04-30 09:56:37.608876,72436,question.overall_rating,5
2019-04-30 07:36:49.928070,95442,question.open_feedback,text data
2019-04-30 05:39:07.095242,95623,question.staff_rating,5
2019-04-30 06:12:29.976568,86117,question.overall_rating,5
2019-04-30 09:56:28.873899,87634,question.staff_rating,5
2019-04-30 08:58:48.639854,93287,question.staff_rating,5
2019-04-30 08:58:38.424131,93287,question.overall_rating,5
2019-04-30 08:58:00.418528,93116,question.overall_rating,4
2019-04-30 11:39:45.196892,91045,question.overall_rating,5
2019-04-30 13:49:43.073204,87344,question.overall_rating,3
2019-04-30 14:28:44.971528,87213,question.overall_rating,4
2019-04-30 11:39:48.750096,91045,question.staff_rating,5
2019-04-30 12:28:25.952849,84986,question.staff_rating,4
2019-05-01 03:20:11.003594,87004,question.staff_rating,4
2019-04-30 12:28:03.197746,84986,question.overall_rating,3
2019-04-30 15:51:39.277396,83742,question.overall_rating,5
2019-04-30 17:45:02.087510,87593,question.overall_rating,3
2019-04-30 14:28:55.148645,87213,question.staff_rating,5
2019-04-30 15:00:42.680532,78329,question.staff_rating,3
2019-05-01 03:20:01.928578,87004,question.overall_rating,4
2019-05-01 05:41:07.711270,78830,question.staff_rating,4
2019-04-30 15:29:07.983847,83472,question.overall_rating,1
2019-05-01 00:52:22.330303,91098,question.staff_rating,3
2019-04-30 18:35:26.965955,91825,question.overall_rating,5
2019-05-01 01:54:28.578037,95048,question.staff_rating,5
2019-05-01 01:54:18.350151,95048,question.overall_rating,5
2019-04-30 19:48:25.041514,91998,question.overall_rating,5
2019-05-01 01:40:47.163389,93593,question.staff_rating,4
2019-05-01 06:04:07.521860,82134,question.overall_rating,5
2019-05-01 07:50:37.526983,87102,question.open_feedback,text data
2019-05-01 08:47:00.835879,94691,question.staff_rating,5
2019-05-01 12:21:12.856114,91941,question.overall_rating,4
2019-05-01 06:04:16.200614,82134,question.staff_rating,5
2019-05-01 06:37:08.130604,84969,question.overall_rating,4
2019-05-01 05:50:53.735841,78833,question.staff_rating,4
2019-05-01 08:34:31.415524,83537,question.overall_rating,5
2019-05-01 08:35:15.626843,83537,question.open_feedback,text data
2019-05-01 14:23:06.168105,84801,question.overall_rating,5
2019-05-01 15:04:58.146501,87560,question.staff_rating,5
2019-05-01 08:45:58.035510,94691,question.overall_rating,4
2019-05-01 11:41:03.909398,85292,question.overall_rating,4
2019-05-01 22:12:08.779850,88986,question.overall_rating,5
2019-05-01 07:44:57.643001,94727,question.overall_rating,4
2019-05-01 08:11:23.331818,69848,question.open_feedback,text data
2019-05-01 08:07:33.288233,90514,question.overall_rating,4
2019-05-01 10:47:51.236574,88793,question.staff_rating,4
2019-05-01 06:37:26.529492,84969,question.staff_rating,5
2019-05-01 11:19:08.997445,81659,question.overall_rating,5
2019-05-01 08:16:38.169944,90514,question.staff_rating,4
2019-05-01 13:09:11.827698,83549,question.overall_rating,5
2019-05-02 00:28:32.393272,91918,question.open_feedback,text data
2019-05-01 11:52:51.455146,82915,question.staff_rating,5
2019-05-01 15:04:48.403779,87560,question.overall_rating,5
2019-05-01 11:42:33.434905,85292,question.open_feedback,text data
2019-05-01 13:12:34.556122,83551,question.overall_rating,5
2019-05-01 14:55:08.120687,91540,question.overall_rating,5
2019-05-01 18:04:57.853765,92401,question.staff_rating,4
2019-05-01 18:03:59.882688,92401,question.overall_rating,3
2019-05-02 04:23:46.307069,93948,question.overall_rating,4
2019-05-02 04:46:57.274928,92286,question.open_feedback,text data
2019-05-02 02:10:12.266355,85097,question.staff_rating,5
2019-05-02 02:11:04.702813,92286,question.overall_rating,1
2019-05-02 05:42:01.350909,90518,question.overall_rating,5
2019-05-02 05:46:19.157046,94957,question.overall_rating,4
2019-05-02 05:46:12.614606,90518,question.open_feedback,text data
2019-05-02 05:57:18.022249,84698,question.overall_rating,5
2019-05-02 06:05:00.495967,84698,question.staff_rating,5
2019-05-02 11:19:51.331568,80758,question.staff_rating,1
2019-05-02 11:20:52.103723,80758,question.open_feedback,text data
2019-05-02 11:38:41.414620,82652,question.staff_rating,5
2019-05-02 11:01:11.358340,92980,question.overall_rating,4
2019-05-02 13:46:27.205051,81097,question.staff_rating,4
2019-05-02 11:39:13.617538,92019,question.overall_rating,2
2019-05-02 16:47:12.602510,94090,question.staff_rating,4
2019-05-03 00:42:02.956695,92790,question.staff_rating,5
2019-05-02 13:38:03.615478,86782,question.overall_rating,5
2019-05-02 11:39:37.056460,92019,question.staff_rating,3
2019-05-03 00:41:57.538873,92790,question.overall_rating,5
2019-05-03 04:17:09.549467,95408,question.overall_rating,4
2019-05-03 04:52:03.589257,91142,question.overall_rating,5
2019-05-03 20:17:53.376583,100847,question.overall_rating,5
2019-05-03 02:09:20.847693,70778,question.open_feedback,text data
2019-05-03 06:10:15.855484,90069,question.staff_rating,2
2019-05-03 18:08:16.184886,99489,question.overall_rating,5
2019-05-04 06:52:34.838652,92753,question.open_feedback,text data
2019-05-04 02:19:31.458971,93408,question.overall_rating,5
2019-05-03 18:32:23.363576,82749,question.staff_rating,4
2019-05-03 18:42:08.944627,88365,question.overall_rating,4
2019-05-03 20:18:16.755526,100847,question.staff_rating,5
2019-05-03 06:09:32.305204,90069,question.overall_rating,1
2019-05-03 07:23:34.930452,80452,question.staff_rating,5
2019-05-03 05:36:59.536415,84948,question.staff_rating,4
2019-05-03 05:38:34.947252,84948,question.open_feedback,text data
2019-05-04 00:23:23.612919,102625,question.overall_rating,4
2019-05-04 02:19:47.397780,93408,question.staff_rating,5
2019-05-03 06:13:52.922724,90069,question.open_feedback,text data
2019-05-03 08:47:38.901678,84209,question.overall_rating,5
2019-05-03 08:47:53.426499,84209,question.staff_rating,3
2019-05-03 08:49:27.356970,84209,question.open_feedback,text data
2019-05-03 12:53:46.419405,99509,question.staff_rating,5
2019-05-03 13:30:10.239318,80320,question.staff_rating,4
2019-05-03 13:09:06.765410,87109,question.open_feedback,text data
2019-05-03 18:42:27.202597,88365,question.staff_rating,3
2019-05-04 13:42:45.234259,97349,question.staff_rating,4
2019-05-03 12:53:27.852753,99509,question.overall_rating,4
2019-05-03 14:12:12.608818,101555,question.overall_rating,5
2019-05-03 14:12:21.236293,101555,question.staff_rating,5
2019-05-03 14:49:49.115738,93850,question.overall_rating,3
2019-05-04 15:38:31.708811,101822,question.overall_rating,3
2019-05-04 06:51:51.575229,92753,question.staff_rating,4
2019-05-03 18:57:22.659238,87261,question.staff_rating,4
2019-05-03 19:16:00.067940,80322,question.staff_rating,5
2019-05-03 21:01:26.948242,80479,question.overall_rating,5
2019-05-03 18:56:57.832325,87261,question.overall_rating,4
2019-05-04 13:03:06.814008,93863,question.overall_rating,1
2019-05-04 08:15:27.265090,87515,question.overall_rating,1
2019-05-05 02:56:51.163987,84580,question.open_feedback,text data
2019-05-04 10:03:59.047330,87644,question.staff_rating,1
2019-05-04 13:03:16.389844,93863,question.staff_rating,1
2019-05-04 16:28:12.381038,104495,question.overall_rating,5
2019-05-05 02:55:22.484112,84580,question.staff_rating,4
2019-05-05 11:50:31.736177,91889,question.overall_rating,4
2019-05-05 11:50:40.343009,91889,question.staff_rating,5
2019-05-05 15:04:29.950781,87774,question.staff_rating,5
2019-05-05 13:50:07.695472,103816,question.overall_rating,5
2019-05-06 00:53:21.841496,103522,question.staff_rating,5
2019-05-05 15:04:18.115234,87774,question.overall_rating,5
2019-05-05 13:50:25.509467,103816,question.staff_rating,5
2019-05-05 21:42:04.212142,92075,question.overall_rating,4
2019-05-06 05:56:35.125707,93120,question.overall_rating,4
2019-05-06 02:01:42.670583,84755,question.overall_rating,3
2019-05-06 02:17:12.272953,94565,question.staff_rating,5
2019-05-06 00:53:16.601718,103522,question.overall_rating,5
2019-05-06 02:02:10.119762,84755,question.staff_rating,3
